KP_Tipe	KP_RAD	DESC_RAD	INLIER_RAD	DIST(mm)
harris6D	0.080	0.080	0.100	0.123
harris6D	0.080	0.100	0.020	0.123
harris6D	0.080	0.100	0.040	0.123
harris6D	0.080	0.100	0.060	0.123
harris6D	0.080	0.100	0.080	0.123
harris6D	0.080	0.100	0.100	0.123
harris6D	0.100	0.020	0.020	0.590
harris6D	0.100	0.020	0.040	0.590
harris6D	0.100	0.020	0.060	0.590
harris6D	0.100	0.020	0.080	0.590
harris6D	0.100	0.020	0.100	3.235
harris6D	0.100	0.040	0.020	42.550
harris6D	0.100	0.040	0.040	42.550
harris6D	0.100	0.040	0.060	42.550
harris6D	0.100	0.040	0.080	42.550
harris6D	0.100	0.040	0.100	42.550
harris6D	0.100	0.060	0.020	0.197
harris6D	0.100	0.060	0.040	0.197
harris6D	0.100	0.060	0.060	0.197
harris6D	0.100	0.060	0.080	0.197
harris6D	0.100	0.060	0.100	0.197
harris6D	0.100	0.080	0.020	0.123
harris6D	0.100	0.080	0.040	0.123
harris6D	0.100	0.080	0.060	0.123
harris6D	0.100	0.080	0.080	0.123
harris6D	0.100	0.080	0.100	0.123
harris6D	0.100	0.100	0.020	0.123
harris6D	0.100	0.100	0.040	0.123
harris6D	0.100	0.100	0.060	0.123
harris6D	0.100	0.100	0.080	0.123
harris6D	0.100	0.100	0.100	0.123
sift_color	0.020	0.020	0.020	10000000.000
sift_color	0.020	0.020	0.040	10000000.000
sift_color	0.020	0.020	0.060	10000000.000
sift_color	0.020	0.020	0.080	10000000.000
sift_color	0.020	0.020	0.100	10000000.000
sift_color	0.020	0.040	0.020	10000000.000
sift_color	0.020	0.040	0.040	10000000.000
sift_color	0.020	0.040	0.060	10000000.000
sift_color	0.020	0.040	0.080	10000000.000
sift_color	0.020	0.040	0.100	10000000.000
sift_color	0.020	0.060	0.020	10000000.000
sift_color	0.020	0.060	0.040	10000000.000
sift_color	0.020	0.060	0.060	10000000.000
sift_color	0.020	0.060	0.080	10000000.000
sift_color	0.020	0.060	0.100	10000000.000
sift_color	0.020	0.080	0.020	10000000.000
sift_color	0.020	0.080	0.040	10000000.000
